idx,knowcode
531,133301
532,541201
533,420301
534,816103
535,153301
536,9999999
537,158402
538,420201
539,157201
540,872101
541,885101
542,621202
543,157101
544,811201
545,133205
546,157201
547,215101
548,416204
549,134101
550,301103
551,415501
552,9999999
553,134201
554,9999999
555,903101
556,814001
557,140201
558,9999999
559,212101
560,522202
561,812301
562,702701
563,831201
564,22201
565,212101
566,833001
567,705101
568,833001
569,32301
570,415101
571,9999999
572,12201
573,542001
574,416301
575,9999999
576,812201
577,9999999
578,122102
579,411202
580,562401
581,826902
582,562401
583,9999999
584,826301
585,835101
586,28202
587,701501
588,9999999
589,414702
590,411101
591,9999999
592,211101
593,550101
594,416201
595,531601
596,831301
597,140201
598,416601
599,416701
600,154102
601,9999999
602,307601
603,9999999
604,301004
605,414702
606,417201
607,301109
608,863201
609,612101
610,817301
611,9999999
612,9999999
613,32101
614,301004
615,221102
616,9999999
617,155104
618,152101
619,158401
620,301104
621,414401
622,835201
623,9999999
624,882301
625,306401
626,415101
627,9999999
628,9999999
629,622304
630,12402
631,615501
632,28203
633,9999999
634,12201
635,884102
636,9999999
637,417201
638,817201
639,110103
640,301103
641,872101
642,32302
643,873101
644,624201
645,705901
646,415404
647,9999999
648,159104
649,212901
650,413202
651,9999999
652,701301
653,134401
654,413202
655,301004
656,411301
657,24402
658,621402
659,9999999
660,31401
661,301108
662,622304
663,873201
664,616201
665,306902
666,306701
667,561501
668,704001
669,29901
670,861301
671,133301
672,415301
673,416302
674,511201
675,612101
676,420201
677,28202
678,22201
679,420201
680,9999999
681,9999999
682,9999999
683,29101
684,512102
685,9999999
686,611001
687,881101
688,523001
689,522202
690,140204
691,9999999
692,156201
693,11102
694,306201
695,415503
696,701201
697,612501
698,24402
699,871101
700,214301
701,622304
702,31101
703,153201
704,901501
705,23401
706,852101
707,415503
708,213001
709,9999999
710,416401
711,9999999
712,136002
713,562301
714,9999999
715,9999999
716,621901
717,9999999
718,414602
719,624201
720,13305
721,23101
722,155203
723,622304
724,812301
725,411103
726,826902
727,153101
728,305001
729,902101
730,414502
731,211101
732,214301
733,222001
734,24402
735,863401
736,9999999
737,615101
738,31101
739,29203
740,826301
741,13204
742,155301
743,9999999
744,31201
745,853201
746,851101
747,9999999
748,24402
749,851101
750,612501
751,531401
752,221101
753,9999999
754,11101
755,532301
756,531301
757,25402
758,9999999
759,414501
760,621301
761,416304
762,132004
763,307101
764,621402
765,9999999
766,32301
767,9999999
768,153201
769,9999999
770,826201
771,9999999
772,132004
773,851101
774,414902
775,212101
776,32201
777,28204
778,616201
779,301004
780,9999999
781,110201
782,212101
783,413202
784,303001
785,24203
786,9999999
787,621402
788,9999999
789,158402
790,9999999
791,851101
792,9999999
793,415404
794,134401
795,121201
796,24203
797,420402
798,811101
799,11101
800,29202
801,851201
802,9999999
803,212101
804,561401
805,881101
806,531701
807,9999999
808,133203
809,152101
810,621202
811,861101
812,9999999
813,158501
814,9999999
815,301109
816,9999999
817,153301
818,140201
819,903101
820,561401
821,155303
822,621203
823,212102
824,901101
825,29501
826,420201
827,9999999
828,415301
829,303001
830,214301
831,110103
832,301201
833,617901
834,214501
835,511201
836,306301
837,701501
838,140201
839,420401
840,531401
841,811301
842,29201
843,9999999
844,32301
845,415202
846,9999999
847,155105
848,411301
849,12201
850,9999999
851,612501
852,9999999
853,25402
854,904101
855,211201
856,121104
857,511201
858,9999999
859,211101
860,307301
861,9999999
862,885902
863,301105
864,821101
865,9999999
866,411105
867,885201
868,416302
869,412002
870,156101
871,816103
872,9999999
873,612501
874,415101
875,212101
876,214301
877,121201
878,532101
879,31501
880,9999999
881,110102
882,303001
883,821201
884,833001
885,212101
886,211101
887,414302
888,826101
889,155102
890,531401
891,413101
892,9999999
893,9999999
894,14201
895,140207
896,301004
897,411106
898,211101
899,9999999
900,9999999
901,134301
902,9999999
903,110104
904,133301
905,562401
906,623001
907,621401
908,250301
909,151101
910,416104
911,23101
912,9999999
913,9999999
914,13305
915,816103
916,9999999
917,702201
918,883201
919,16201
920,836001
921,13101
922,215101
923,550101
924,9999999
925,140401
926,872101
927,214201
928,9999999
929,522202
930,211101
931,9999999
932,9999999
933,153106
934,817201
935,9999999
936,873101
937,26102
938,9999999
939,133204
940,301108
941,221102
942,158401
943,413202
944,13201
945,511201
946,882301
947,622201
948,621202
949,132004
950,121103
951,9999999
952,621401
953,212101
954,9999999
955,612101
956,13305
957,612101
958,214301
959,531401
960,301103
961,22201
962,122105
963,28202
964,561601
965,702502
966,9999999
967,411106
968,412001
969,9999999
970,411101
971,813201
972,302001
973,158501
974,420101
975,140201
976,863401
977,212101
978,9999999
979,702101
980,14103
981,622201
982,110202
983,133202
984,31201
985,841101
986,624301
987,9999999
988,23101
989,621202
990,9999999
991,861301
992,811601
993,13305
994,9999999
995,301004
996,212201
997,31501
998,221401
999,9999999
1000,702502
1001,9999999
1002,12402
1003,811101
1004,811901
1005,884102
1006,24203
1007,122301
1008,132004
1009,834001
1010,25101
1011,624101
1012,702101
1013,158201
1014,702401
1015,702501
1016,411201
1017,812102
1018,9999999
1019,212101
1020,612101
1021,9999999
1022,301201
1023,27101
1024,9999999
1025,215101
1026,561401
1027,31403
1028,615501
1029,136001
1030,9999999
1031,231301
1032,812301
1033,511401
1034,23403
1035,702201
1036,9999999
1037,702502
1038,420402
1039,624401
1040,14201
1041,158201
1042,815001
1043,156101
1044,9999999
1045,232901
1046,136001
1047,863201
1048,140305
1049,902101
1050,232901
1051,211101
1052,9999999
1053,9999999
1054,9999999
1055,701701
1056,151101
1057,812101
1058,884102
1059,121101
1060,901201
1061,613001
1062,133201
1063,140201
1064,851201
1065,9999999
1066,9999999
1067,9999999
1068,885101
1069,521304
1070,9999999
1071,301109
1072,702601
1073,153106
1074,621401
1075,885902
1076,9999999
1077,231201
1078,415404
1079,212101
1080,823301
1081,231401
1082,212101
1083,832101
1084,826101
1085,817301
1086,13305
1087,826201
1088,121104
1089,851201
1090,612101
1091,812101
1092,415202
1093,13305
1094,701401
1095,32401
1096,9999999
1097,212101
1098,16201
1099,9999999
1100,157101
1101,831201
1102,121201
1103,9999999
1104,29401
1105,24402
1106,9999999
1107,151107
1108,414102
1109,306502
1110,415404
1111,511201
1112,412001
1113,24101
1114,301111
1115,811201
1116,833001
1117,110104
1118,9999999
1119,812101
1120,541301
1121,416304
1122,9999999
1123,811501
1124,550101
1125,511201
1126,24203
1127,416601
1128,9999999
1129,211101
1130,9999999
1131,9999999
1132,110104
1133,33202
1134,301112
1135,9999999
1136,884102
1137,885902
1138,411101
1139,23201
1140,826101
1141,9999999
1142,825201
1143,31401
1144,212101
1145,212101
1146,9999999
1147,621201
1148,26102
1149,155305
1150,415202
1151,22201
1152,302001
1153,9999999
1154,9999999
1155,140201
1156,9999999
1157,842301
1158,305001
1159,9999999
1160,9999999
1161,12201
1162,416103
1163,212101
1164,816103
1165,211101
1166,23101
1167,873501
1168,9999999
1169,512101
1170,301101
1171,29201
1172,621301
1173,411106
1174,231101
1175,211101
1176,9999999
1177,135001
1178,9999999
1179,212101
1180,9999999
1181,883201
1182,27101
1183,885101
1184,9999999
1185,9999999
1186,9999999
1187,307601
1188,836001
1189,215101
1190,155305
1191,26201
1192,9999999
1193,132004
1194,212101
1195,212101
1196,9999999
1197,9999999
1198,9999999
1199,9999999
1200,221201
1201,9999999
1202,9999999
1203,702201
1204,521304
1205,851201
1206,817201
1207,511401
1208,9999999
1209,28203
1210,214301
1211,28203
1212,814001
1213,612101
1214,705901
1215,212101
1216,16101
1217,26401
1218,155203
1219,420201
1220,110102
1221,622304
1222,301101
1223,301103
1224,132004
1225,9999999
1226,9999999
1227,240201
1228,621901
1229,214301
1230,153301
1231,615501
1232,16201
1233,9999999
1234,532401
1235,817101
1236,414102
1237,9999999
1238,522101
1239,521304
1240,133202
1241,617101
1242,9999999
1243,140701
1244,702601
1245,873501
1246,134303
1247,9999999
1248,301101
1249,12201
1250,9999999
1251,212101
1252,214201
1253,212101
1254,159104
1255,826301
1256,611001
1257,131202
1258,301004
1259,301004
1260,301102
1261,221101
1262,212101
1263,140301
1264,9999999
1265,615501
1266,863301
1267,9999999
1268,9999999
1269,415501
1270,825201
1271,414201
1272,29303
1273,411104
1274,29201
1275,212101
1276,562401
1277,306901
1278,412001
1279,212101
1280,33201
1281,212101
1282,211101
1283,212101
1284,521304
1285,9999999
1286,561601
1287,301103
1288,416303
1289,32201
1290,873201
1291,414102
1292,211101
1293,561301
1294,9999999
1295,231501
1296,9999999
1297,826401
1298,9999999
1299,414703
1300,301004
1301,9999999
1302,524001
1303,901501
1304,301004
1305,301004
1306,9999999
1307,420401
1308,140204
1309,9999999
1310,521304
1311,811201
1312,24402
1313,9999999
1314,23403
1315,153301
1316,825101
1317,240301
1318,825101
1319,420201
1320,33202
1321,211101
1322,151201
1323,29303
1324,902101
1325,9999999
1326,232101
1327,9999999
1328,9999999
1329,611001
1330,155305
1331,9999999
1332,816103
1333,23101
1334,9999999
1335,862101
1336,9999999
1337,902101
1338,415503
1339,901401
1340,9999999
1341,9999999
1342,214101
1343,9999999
1344,704001
1345,231101
1346,550201
1347,414602
1348,110203
1349,621901
1350,211101
1351,872301
1352,9999999
1353,212101
1354,212101
1355,811501
1356,154103
1357,622304
1358,9999999
1359,872101
1360,624201
1361,24301
1362,622901
1363,415202
1364,511301
1365,9999999
1366,9999999
1367,301111
1368,9999999
1369,414302
1370,211101
1371,9999999
1372,415301
1373,31403
1374,622304
1375,23403
1376,814001
1377,705101
1378,511201
1379,812201
1380,415404
1381,613001
1382,214501
1383,812101
1384,31403
1385,9999999
1386,301004
1387,301004
1388,416103
1389,240201
1390,531301
1391,821101
1392,816103
1393,9999999
1394,301103
1395,9999999
1396,134303
1397,221101
1398,212101
1399,822301
1400,232901
1401,872301
1402,902101
1403,864201
1404,11102
1405,414602
1406,9999999
1407,9999999
1408,816103
1409,813201
1410,611001
1411,28201
1412,414701
1413,532201
1414,31501
1415,158201
1416,816103
1417,532101
1418,9999999
1419,140207
1420,22103
1421,28202
1422,9999999
1423,140204
1424,512101
1425,9999999
1426,133201
1427,884101
1428,416301
1429,853101
1430,12101
1431,701401
1432,9999999
1433,561601
1434,212101
1435,152101
1436,873101
1437,9999999
1438,414101
1439,231401
1440,885201
1441,9999999
1442,511101
1443,9999999
1444,9999999
1445,9999999
1446,12201
1447,904201
1448,155106
1449,9999999
1450,411104
1451,705201
1452,622304
1453,301004
1454,611001
1455,415202
1456,9999999
1457,152101
1458,416202
1459,155105
1460,221401
1461,133205
1462,214301
1463,561401
1464,702301
1465,23101
1466,131203
1467,301101
1468,621403
1469,140701
1470,24301
1471,612101
1472,212101
1473,853201
1474,232901
1475,214301
1476,232901
1477,24203
1478,616201
1479,862301
1480,702101
1481,904101
1482,301004
1483,9999999
1484,303001
1485,872101
1486,301106
1487,416103
1488,140201
1489,232901
1490,882101
1491,9999999
1492,153104
1493,415404
1494,851201
1495,155401
1496,622304
1497,9999999
1498,9999999
1499,842201
1500,9999999
1501,133101
1502,301004
1503,872201
1504,9999999
1505,155301
1506,9999999
1507,306401
1508,414401
1509,28203
1510,9999999
1511,622304
1512,232101
1513,28101
1514,9999999
1515,24404
1516,231401
1517,152101
1518,9999999
1519,622101
1520,415404
1521,811101
1522,302001
1523,521304
1524,306201
1525,221102
1526,212101
1527,9999999
1528,9999999
1529,9999999
1530,158402
1531,904101
1532,702502
1533,9999999
1534,13204
1535,9999999
1536,836001
1537,136001
1538,702601
1539,901201
1540,9999999
1541,122101
1542,812102
1543,9999999
1544,901101
1545,212101
1546,22103
1547,615203
1548,9999999
1549,414502
1550,414401
1551,531701
1552,9999999
1553,12301
1554,816103
1555,812301
1556,812102
1557,33202
1558,621403
1559,871101
1560,863101
1561,29303
1562,110105
1563,704001
1564,816103
1565,29101
1566,306901
1567,33201
1568,9999999
1569,9999999
1570,12401
1571,622304
1572,902101
1573,821201
1574,155302
1575,621401
1576,873301
1577,28402
1578,414101
1579,521201
1580,9999999
1581,9999999
1582,702201
1583,22202
1584,9999999
1585,9999999
1586,621401
1587,811901
1588,133205
1589,411105
1590,29101
1591,9999999
1592,624201
1593,531401
1594,9999999
1595,140601
1596,9999999
1597,212301
1598,301004
1599,883201
1600,136001
1601,140304
1602,301004
1603,9999999
1604,301004
1605,522201
1606,851101
1607,882201
1608,415101
1609,863301
1610,702401
1611,415101
1612,704001
1613,826301
1614,140201
1615,9999999
1616,9999999
1617,153201
1618,415404
1619,301110
1620,24404
1621,9999999
1622,873201
1623,416202
1624,24101
1625,151301
1626,151105
1627,140201
1628,9999999
1629,9999999
1630,9999999
1631,511401
1632,9999999
1633,306904
1634,701201
1635,32201
1636,9999999
1637,212101
1638,884101
1639,9999999
1640,414602
1641,9999999
1642,9999999
1643,416303
1644,511402
1645,13305
1646,415202
1647,23101
1648,615501
1649,140301
1650,240101
1651,622901
1652,703101
1653,301111
1654,416102
1655,11201
1656,861201
1657,9999999
1658,301102
1659,307101
1660,611001
1661,842301
1662,531301
1663,154101
1664,212101
1665,532301
1666,9999999
1667,873201
1668,9999999
1669,9999999
1670,812401
1671,9999999
1672,420202
1673,512401
1674,9999999
1675,826301
1676,9999999
1677,301102
1678,134303
1679,9999999
1680,306201
1681,550201
1682,301301
1683,155401
1684,885902
1685,414301
1686,301004
1687,825201
1688,158201
1689,9999999
1690,624301
1691,822101
1692,25101
1693,9999999
1694,214401
1695,9999999
1696,701201
1697,420402
1698,701501
1699,26102
1700,28101
1701,301004
1702,110202
1703,29901
1704,414503
1705,24301
1706,702502
1707,212101
1708,306701
1709,9999999
1710,9999999
1711,132004
1712,9999999
1713,9999999
1714,25402
1715,11201
1716,624401
1717,13201
1718,23101
1719,521304
1720,9999999
1721,22202
1722,211101
1723,415101
1724,155301
1725,9999999
1726,9999999
1727,153104
1728,701101
1729,32201
1730,136002
1731,9999999
1732,863101
1733,306904
1734,415404
1735,621203
1736,9999999
1737,9999999
1738,122301
1739,301103
1740,9999999
1741,622304
1742,159104
1743,512401
1744,31401
1745,13204
1746,542001
1747,9999999
1748,9999999
1749,701501
1750,616201
1751,9999999
1752,622901
1753,811201
1754,411104
1755,155303
1756,121104
1757,24203
1758,9999999
1759,612101
1760,622304
1761,420201
1762,9999999
1763,861201
1764,414102
1765,901501
1766,873301
1767,13204
1768,9999999
1769,414602
1770,212101
1771,522101
1772,9999999
1773,301004
1774,9999999
1775,214301
1776,29901
1777,9999999
1778,133204
1779,415301
1780,414302
1781,882201
1782,414502
1783,416303
1784,836001
1785,9999999
1786,816103
1787,701301
1788,240101
1789,9999999
1790,24404
1791,9999999
1792,24402
1793,9999999
1794,301301
1795,212101
1796,823301
1797,701401
1798,842201
1799,159104
1800,511501
1801,140401
1802,861201
1803,416201
1804,864301
1805,212101
1806,214301
1807,301105
1808,414102
1809,511501
1810,9999999
1811,826201
1812,542001
1813,9999999
1814,301004
1815,306903
1816,9999999
1817,9999999
1818,9999999
1819,9999999
1820,9999999
1821,301301
1822,862301
1823,9999999
1824,307601
1825,414502
1826,420202
1827,31301
1828,706001
1829,215101
1830,416105
1831,9999999
1832,415301
1833,9999999
1834,615101
1835,9999999
1836,9999999
1837,9999999
1838,621402
1839,9999999
1840,12301
1841,152201
1842,511201
1843,904101
1844,532101
1845,705902
1846,532401
1847,415301
1848,212101
1849,9999999
1850,821101
1851,9999999
1852,832101
1853,140201
1854,151107
1855,411106
1856,701401
1857,9999999
1858,212101
1859,9999999
1860,532101
1861,415101
1862,9999999
1863,26102
1864,550101
1865,214301
1866,415202
1867,158201
1868,211101
1869,612101
1870,9999999
1871,9999999
1872,702502
1873,9999999
1874,622101
1875,414902
1876,416303
1877,811901
1878,9999999
1879,9999999
1880,903101
1881,416701
1882,24203
1883,301004
1884,811101
1885,9999999
1886,155305
1887,417201
1888,9999999
1889,9999999
1890,159104
1891,414902
1892,703201
1893,417201
1894,420201
1895,9999999
1896,512102
1897,301111
1898,511401
1899,140201
1900,624301
1901,9999999
1902,301106
1903,23101
1904,9999999
1905,23101
1906,415301
1907,215101
1908,612101
1909,212101
1910,140304
1911,416701
1912,414703
1913,411106
1914,616101
1915,9999999
1916,413201
1917,153203
1918,9999999
1919,12201
1920,29501
1921,154201
1922,522201
1923,22201
1924,420901
1925,152101
1926,414703
1927,28201
1928,621203
1929,28201
1930,212101
1931,701501
1932,414101
1933,28201
1934,622304
1935,9999999
1936,22103
1937,531201
1938,9999999
1939,413202
1940,415101
1941,23401
1942,11102
1943,155103
1944,214101
1945,702601
1946,616101
1947,414201
1948,9999999
1949,9999999
1950,11101
1951,306201
1952,821201
1953,9999999
1954,301004
1955,154102
1956,550201
1957,28201
1958,414901
1959,29401
1960,9999999
1961,158501
1962,12201
1963,12402
1964,822101
1965,9999999
1966,31201
1967,159104
1968,151101
1969,852301
1970,9999999
1971,9999999
1972,511301
1973,13305
1974,9999999
1975,13701
1976,301102
1977,9999999
1978,9999999
1979,153106
1980,9999999
1981,816103
1982,307401
1983,835201
1984,301004
1985,705901
1986,9999999
1987,9999999
1988,31403
1989,885902
1990,701301
1991,612101
1992,306501
1993,133201
1994,706001
1995,153105
1996,9999999
1997,621202
1998,811301
1999,816103
2000,9999999
2001,9999999
2002,835101
2003,11102
2004,153301
2005,811201
2006,31501
2007,532301
2008,13201
2009,133101
2010,561401
2011,9999999
2012,9999999
2013,9999999
2014,240201
2015,863101
2016,852401
2017,811501
2018,812901
2019,416201
2020,9999999
2021,9999999
2022,835201
2023,158402
2024,612101
2025,301103
2026,622304
2027,416101
2028,621901
2029,132004
2030,24203
2031,214301
2032,9999999
2033,9999999
2034,415404
2035,9999999
2036,9999999
2037,155105
2038,212101
2039,416103
2040,621901
2041,9999999
2042,701201
2043,811101
2044,306701
2045,9999999
2046,863301
2047,133201
2048,9999999
2049,621102
2050,904101
2051,416204
2052,134101
2053,414303
2054,9999999
2055,11101
2056,621402
2057,31101
2058,881201
2059,122201
2060,511101
2061,9999999
2062,836001
2063,550101
2064,306902
2065,14103
2066,9999999
2067,23301
2068,9999999
2069,612101
2070,151108
2071,121102
2072,415301
2073,231501
2074,703201
2075,9999999
2076,24402
2077,9999999
2078,416204
2079,33202
2080,816103
2081,9999999
2082,12201
2083,416701
2084,133205
2085,9999999
2086,131201
2087,863101
2088,231102
2089,9999999
2090,133205
2091,134301
2092,221301
2093,214102
2094,31403
2095,23101
2096,882301
2097,414503
2098,702601
2099,851101
2100,9999999
2101,522201
2102,414501
2103,155303
2104,155203
2105,9999999
2106,873201
2107,417201
2108,22202
2109,301004
2110,873401
2111,411102
2112,414901
2113,822301
2114,27201
2115,621201
2116,301103
2117,302001
2118,9999999
2119,9999999
2120,301201
2121,532201
2122,612101
2123,522101
2124,615501
2125,26201
2126,9999999
2127,705901
2128,301111
2129,9999999
2130,512102
2131,542001
2132,211101
2133,9999999
2134,121101
2135,212101
2136,28203
2137,702701
2138,134101
2139,301111
2140,9999999
2141,136001
2142,9999999
2143,307601
2144,140204
2145,12201
2146,9999999
2147,9999999
2148,883101
2149,122101
2150,9999999
2151,701201
2152,12201
2153,133101
2154,32501
2155,134401
2156,811301
2157,9999999
2158,9999999
2159,155203
2160,9999999
2161,157101
2162,153104
2163,9999999
2164,9999999
2165,32301
2166,31201
2167,622304
2168,303001
2169,826401
2170,134301
2171,531201
2172,122101
2173,615101
2174,612501
2175,9999999
2176,883201
2177,155305
2178,702401
2179,303001
2180,826101
2181,624201
2182,11101
2183,512101
2184,153103
2185,522101
2186,9999999
2187,901201
2188,212101
2189,9999999
2190,412002
2191,29501
2192,24404
2193,133301
2194,11201
2195,621901
2196,9999999
2197,212101
2198,306904
2199,212101
2200,13203
2201,22202
2202,883201
2203,621402
2204,701101
2205,151108
2206,817301
2207,9999999
2208,522101
2209,212101
2210,851201
2211,140306
2212,416102
2213,902101
2214,9999999
2215,15101
2216,25402
2217,9999999
2218,624201
2219,812201
2220,134302
2221,9999999
2222,414201
2223,885201
2224,9999999
2225,836001
2226,832101
2227,414503
2228,9999999
2229,9999999
2230,9999999
2231,9999999
2232,9999999
2233,415101
2234,9999999
2235,816103
2236,9999999
2237,9999999
2238,22103
2239,9999999
2240,221101
2241,622304
2242,158402
2243,842101
2244,414901
2245,158501
2246,561301
2247,231401
2248,301004
2249,831301
2250,24404
2251,411102
2252,12201
2253,306903
2254,615501
2255,705201
2256,29904
2257,26102
2258,615701
2259,9999999
2260,214301
2261,31301
2262,122104
2263,411105
2264,11102
2265,621401
2266,701501
2267,883101
2268,151101
2269,415101
2270,420901
2271,121101
2272,306501
2273,861101
2274,902101
2275,214301
2276,232901
2277,903101
2278,9999999
2279,122102
2280,621901
2281,9999999
2282,9999999
2283,612101
2284,836001
2285,132004
2286,9999999
2287,131101
2288,9999999
2289,11101
2290,33201
2291,414503
2292,28202
2293,306701
2294,132004
2295,9999999
2296,416201
2297,12402
2298,211101
2299,616201
2300,411105
2301,9999999
2302,12101
2303,301004
2304,411106
2305,414502
2306,9999999
2307,110202
2308,9999999
2309,25301
2310,521304
2311,532101
2312,9999999
2313,21001
2314,9999999
2315,9999999
2316,134401
2317,521304
2318,301004
2319,132004
2320,158501
2321,415101
2322,531601
2323,824101
2324,9999999
2325,901301
2326,132002
2327,13204
2328,9999999
2329,214201
2330,140207
2331,155302
2332,521304
2333,9999999
2334,9999999
2335,415202
2336,24404
2337,212101
2338,622304
2339,833001
2340,9999999
2341,301004
2342,29203
2343,411201
2344,852201
2345,306901
2346,901201
2347,883201
2348,835101
2349,231301
2350,531501
2351,9999999
2352,414501
2353,414901
2354,306301
2355,9999999
2356,301004
2357,9999999
2358,511101
2359,133201
2360,306301
2361,155301
2362,861201
2363,214501
2364,140201
2365,9999999
2366,306301
2367,703101
2368,25101
2369,531301
2370,25402
2371,9999999
2372,32302
2373,9999999
2374,904101
2375,214501
2376,212101
2377,29401
2378,307601
2379,864301
2380,211101
2381,155301
2382,31403
2383,153102
2384,152101
2385,9999999
2386,9999999
2387,9999999
2388,826902
2389,616201
2390,9999999
2391,9999999
2392,9999999
2393,9999999
2394,821101
2395,22103
2396,826101
2397,155104
2398,9999999
2399,9999999
2400,9999999
2401,152101
2402,9999999
2403,211101
2404,301004
2405,701201
2406,414702
2407,9999999
2408,212101
2409,24203
